zip,id
14623,47
14624,4
14625,4
14626,8
14627,1
14701,14
14719,1
14731,2
14733,1
14744,3
14747,1
14750,3
14757,1
14760,4
14779,3
14787,1
14810,2
14813,2
14817,1
14818,3
14830,5
14837,1
14840,1
14843,2
14845,4
14846,1
14850,31
14853,3
14864,1
14865,2
14870,3
14881,1
14886,3
14891,3
14892,1
14895,1
14901,2
14903,4
14905,1
15001,1
15009,1
15010,1
15012,2
15017,2
15033,1
15050,1
15071,1
15090,13
15102,1
15104,2
15108,6
15110,4
15122,3
15143,1
15146,5
15147,1
15201,2
15203,3
15205,6
15206,33
15207,1
15208,2
15212,11
15213,34
15215,3
15216,2
15217,5
15219,16
15220,3
15222,43
15223,2
15224,1
15228,1
15229,1
15231,1
15232,5
15233,3
15235,1
15236,2
15237,4
15238,7
15241,1
15275,1
15301,18
15314,1
15317,2
15401,2
15425,2
15437,1
15470,1
15501,4
15522,2
15533,2
15559,1
15601,6
15610,1
15626,1
15627,1
15639,1
15642,1
15644,1
15650,4
15668,1
15701,5
15705,1
15801,1
15840,1
15857,1
15902,1
15904,2
15926,1
16001,1
16002,2
16037,1
16051,2
16057,1
16063,1
16066,3
16105,1
16127,2
16134,1
16137,2
16148,2
16150,1
16201,1
16214,2
16301,2
16335,2
16403,1
16412,1
16503,3
16505,4
16507,2
16509,7
16601,3
16602,4
16625,1
16635,1
16648,1
16652,1
16668,1
16686,1
16735,1
16801,16
16803,6
16823,5
16830,1
16841,1
16866,1
16901,2
16912,1
16933,1
17007,1
17011,7
17013,7
17015,5
17019,1
17022,3
17025,4
17032,2
17033,11
17036,2
17042,3
17043,1
17044,1
17046,1
17050,7
17053,1
17055,7
17057,5
17067,1
17070,4
17074,1
17078,3
17084,1
17101,5
17102,4
17104,1
17105,2
17109,3
17110,3
17111,2
17201,5
17222,1
17224,1
17225,1
17233,1
17236,1
17241,2
17257,4
17268,1
17307,1
17315,1
17320,3
17325,9
17331,2
17339,2
17345,1
17350,2
17353,1
17356,1
17402,9
17403,2
17404,2
17406,1
17408,1
17501,2
17505,4
17507,1
17517,3
17519,2
17520,6
17522,11
17532,2
17534,1
17540,2
17543,5
17551,1
17552,4
17555,1
17562,1
17566,1
17572,1
17584,1
17601,17
17602,10
17603,14
17701,2
17702,1
17745,3
17751,1
17756,4
17815,5
17821,6
17831,1
17837,1
17901,2
17931,1
17961,1
18015,10
18017,4
18018,8
18020,2
18034,5
18036,2
18037,1
18040,2
18042,2
18045,9
18051,1
18052,1
18055,1
18062,3
18087,1
18091,1
18101,17
18102,2
18103,6
18104,4
18106,4
18109,5
18202,1
18224,1
18229,3
18235,1
18252,2
18301,1
18321,2
18324,1
18334,2
18336,1
18337,1
18349,1
18357,1
18360,4
18372,1
18411,1
18414,1
18428,4
18431,3
18438,1
18445,1
18447,1
18503,5
18507,2
18508,1
18509,1
18512,1
18519,1
18603,1
18610,1
18624,2
18640,5
18643,1
18657,1
18702,11
18704,2
18830,1
18840,5
18848,2
18901,8
18902,1
18912,1
18914,2
18929,1
18936,1
18951,12
18954,1
18960,2
18966,2
18974,8
18976,4
19001,2
19002,8
19003,2
19004,5
19006,2
19007,2
19010,4
19015,1
19018,1
19020,11
19026,2
19027,1
19030,1
19032,1
19034,5
19036,1
19038,1
19041,2
19044,16
19046,3
19047,7
19053,11
19056,3
19063,4
19064,2
19067,1
19072,7
19073,2
19078,1
19081,2
19082,3
19083,1
19087,16
19090,5
19095,2
19096,3
19102,8
19103,22
19104,16
19107,14
19110,2
19112,3
19115,1
19116,1
19118,1
19122,1
19123,2
19124,2
19125,1
19127,5
19128,3
19129,3
19130,6
19131,1
19136,1
19137,1
19139,1
19141,1
19145,3
19147,3
19148,7
19149,2
19153,11
19154,2
19311,1
19312,7
19317,2
19320,2
19331,1
19333,6
19335,5
19341,7
19342,1
19344,2
19348,4
19355,22
19363,3
19380,7
19382,9
19390,1
19401,4
19403,2
19406,26
19422,6
19425,2
19426,2
19428,22
19438,1
19444,2
19446,3
19447,1
19448,1
19449,1
19450,1
19454,2
19460,4
19462,7
19464,3
19465,1
19468,6
19477,1
19512,1
19518,1
19520,3
19526,1
19530,2
19533,4
19560,1
19565,1
19601,1
19605,2
19606,1
19607,5
19608,1
19609,1
19610,3
19642,1
19701,2
19702,6
19703,2
19709,3
19711,10
19713,4
19716,6
19720,13
19801,5
19802,4
19803,4
19805,1
19806,3
19808,2
19809,2
19901,8
19904,2
19930,6
19933,3
19938,2
19939,2
19944,1
19947,4
19950,3
19956,2
19958,10
19963,7
19966,2
19968,1
19971,19
19973,3
19975,3
19977,5
20001,36
20002,36
20003,18
20004,11
20005,34
20006,15
20007,13
20008,3
20009,5
20010,2
20011,4
20012,1
20015,2
20016,4
20017,3
20018,3
20019,1
20020,2
20024,23
20032,4
20036,35
20037,17
20045,1
20109,5
20110,8
20112,1
20115,1
20117,1
20120,1
20121,4
20132,2
20135,1
20137,3
20147,30
20148,3
20151,9
20152,2
20158,4
20164,1
20166,32
20169,2
20170,15
20171,24
20175,2
20176,6
20181,1
20186,2
20187,2
20190,24
20191,18
20194,1
20240,3
20373,1
20502,1
20566,3
20593,6
20601,9
20602,3
20603,6
20607,2
20613,1
20616,1
20619,6
20622,1
20623,1
20629,1
20636,2
20637,1
20640,4
20646,5
20650,6
20653,7
20657,3
20659,2
20664,1
20670,2
20677,1
20678,5
20686,2
20688,3
20695,3
20701,5
20705,5
20706,5
20707,12
20708,1
20710,1
20712,1
20714,1
20715,14
20716,8
20720,2
20721,2
20722,5
20723,5
20724,2
20732,2
20735,3
20736,1
20737,5
20740,19
20742,4
20743,6
20744,2
20745,24
20746,2
20747,3
20748,2
20754,1
20759,8
20763,1
20770,4
20772,3
20774,9
20776,1
20781,4
20782,7
20783,1
20784,4
20785,5
20794,6
20814,32
20815,13
20817,7
20832,3
20837,2
20841,1
20850,39
20852,31
20854,11
20855,1
20866,3
20871,1
20874,18
20876,3
20877,8
20878,11
20879,5
20895,1
20901,1
20902,13
20903,1
20904,14
20906,1
20910,18
20912,8
21001,6
21005,1
21009,7
21012,5
21014,11
21015,8
21017,1
21029,6
21030,6
21031,1
21032,2
21034,4
21037,2
21040,1
21041,1
21042,4
21043,6
21044,51
21045,16
21046,9
21047,1
21048,1
21050,1
21060,1
21061,13
21074,3
21075,10
21076,20
21077,1
21078,2
21090,11
21093,4
21108,1
21113,8
21114,1
21117,10
21122,2
21128,3
21131,1
21133,2
21136,4
21152,2
21153,1
21157,4
21158,3
21162,6
21201,46
21202,49
21204,7
21205,6
21206,1
21207,2
21208,2
21209,7
21210,2
21211,5
21212,4
21213,5
21214,2
21215,4
21216,1
21217,8
21218,6
21220,4
21221,2
21222,1
21223,3
21224,16
21225,4
21226,5
21227,5
21228,6
21229,1
21230,47
21231,14
21234,4
21235,4
21236,16
21237,3
21239,6
21240,8
21244,8
21247,1
21250,3
21286,4
21291,1
21324,1
21401,28
21402,6
21403,8
21409,6
21502,6
21530,1
21531,3
21532,4
21536,2
21539,1
21541,6
21550,3
21562,1
21601,3
21610,1
21613,6
21617,3
21619,1
21620,6
21622,1
21629,3
21632,2
21635,1
21638,3
21643,2
21654,3
21658,1
21659,1
21663,5
21666,2
21673,1
21679,2
21701,6
21702,8
21703,2
21704,7
21713,1
21722,2
21723,1
21727,1
21740,15
21742,2
21750,4
21754,9
21756,2
21766,1
21769,1
21770,1
21771,7
21773,4
21774,1
21776,1
21777,1
21778,1
21780,1
21782,1
21783,2
21784,6
21787,2
21788,3
21801,18
21804,2
21817,1
21841,1
21842,14
21851,2
21853,1
21863,4
21864,1
21869,3
21871,2
21901,2
21903,1
21904,1
21911,1
21921,1
21930,1
22003,4
22012,2
22015,1
22025,1
22030,23
22031,11
22032,1
22033,5
22035,6
22041,4
22042,7
22043,3
22044,3
22046,6
22079,3
22101,1
22102,69
22107,2
22134,1
22150,12
22151,2
22152,1
22153,2
22180,4
22182,16
22191,6
22192,12
22193,2
22201,26
22202,31
22203,10
22204,5
22206,4
22207,4
22209,20
22301,2
22302,2
22303,3
22304,6
22305,4
22306,5
22309,2
22310,10
22311,6
22312,2
22314,20
22315,6
22401,8
22404,1
22405,1
22406,1
22407,5
22408,2
22443,1
22448,1
22480,1
22482,1
22485,3
22539,1
22553,1
22554,3
22556,1
22560,2
22580,2
22601,3
22602,6
22603,4
22611,1
22620,1
22630,5
22655,1
22657,2
22664,4
22682,1
22701,1
22707,1
22712,1
22719,1
22735,1
22740,1
22747,2
22801,10
22802,6
22812,2
22835,4
22840,1
22842,1
22844,1
22845,1
22851,1
22901,9
22902,16
22903,10
22911,7
22920,2
22932,1
22942,1
22947,4
22957,3
22963,1
22980,3
23005,6
23043,1
23059,4
23060,3
23063,1
23093,2
23103,1
23111,3
23112,1
23113,9
23124,1
23173,5
23185,17
23188,5
23219,10
23220,10
23221,3
23223,1
23224,15
23225,1
23226,3
23227,2
23228,4
23229,2
23230,32
23231,5
23233,11
23234,1
23235,4
23236,3
23238,9
23284,1
23294,5
23298,5
23301,1
23320,7
23321,3
23322,1
23323,3
23325,1
23336,2
23350,1
23417,1
23430,1
23435,5
23451,17
23452,7
23454,5
23455,1
23456,1
23462,7
23464,2
23502,9
23504,1
23507,2
23508,5
23510,16
23517,1
23518,6
23601,3
23602,6
23606,19
23608,5
23666,7
23669,1
23690,3
23692,1
23693,1
23703,7
23704,2
23805,2
23824,1
23831,3
23832,1
23834,2
23836,1
23847,1
23851,1
23860,2
23875,1
23876,1
23882,1
23901,4
23950,1
24011,1
24012,1
24014,3
24015,1
24016,7
24018,2
24019,3
24060,18
24073,10
24090,1
24091,3
24120,1
24134,1
24141,1
24148,1
24151,1
24153,5
24175,1
24202,2
24210,2
24219,1
24236,3
24301,1
24311,1
24354,1
24382,4
24401,9
24402,1
24422,1
24426,2
24445,1
24450,6
24472,2
24483,1
24501,3
24502,4
24504,2
24517,1
24520,1
